0.60521,0.09479,-36755.20097
0.60521,0.09479,-36755.20097
0.6176,0.0824,-36535.46391
0.6316,0.0684,-36275.48566
0.6456,0.0544,-36000.23793
0.6596,0.0404,-35704.97008
0.6736,0.0264,-35381.15879
0.6876,0.0124,-35009.48998
0.7,0,-34563.00151
,,
,,
9.11542E-13,0.6,-42959.47803
0.01,0.59,-43082.29611
0.01,0.59,-43082.29611
0.022,0.578,-43093.26008
0.034,0.566,-43051.23066
0.046,0.554,-42976.97408
0.058,0.542,-42879.87522
0.06548,0.53452,-42810.30324
0.06548,0.53452,-42810.30324
0.07,0.53,-42766.36049
0.082,0.518,-42649.28403
0.094,0.506,-42531.5331
0.106,0.494,-42413.07774
0.118,0.482,-42293.88825
0.13,0.47,-42173.93534
0.142,0.458,-42053.19016
0.154,0.446,-41931.62442
0.166,0.434,-41809.21038
0.178,0.422,-41685.92094
0.19,0.41,-41561.72961
0.202,0.398,-41436.61052
0.214,0.386,-41310.53834
0.226,0.374,-41183.48824
0.238,0.362,-41055.43576
0.25,0.35,-40926.3567
0.262,0.338,-40796.22693
0.274,0.326,-40665.0222
0.286,0.314,-40532.71792
0.298,0.302,-40399.28887
0.31,0.29,-40264.7089
0.322,0.278,-40128.95061
0.334,0.266,-39991.98489
0.346,0.254,-39853.78054
0.358,0.242,-39714.30367
0.37,0.23,-39573.51714
0.382,0.218,-39431.37984
0.394,0.206,-39287.84582
0.406,0.194,-39142.86324
0.418,0.182,-38996.37314
0.43,0.17,-38848.30784
0.442,0.158,-38698.58888
0.454,0.146,-38547.12444
0.466,0.134,-38393.80578
0.478,0.122,-38238.50246
0.49,0.11,-38081.05555
0.502,0.098,-37921.26769
0.514,0.086,-37758.88794
0.526,0.074,-37593.58714
0.5284,0.0716,-37560.13966
0.52965,0.07035,-37542.71786
0.52965,0.07035,-37542.71786
0.52965,0.07035,-37542.71786
0.5332,0.0668,-37492.20271
0.5452,0.0548,-37309.33692
0.5572,0.0428,-37104.81013
0.5692,0.0308,-36873.41692
0.5812,0.0188,-36605.59723
0.5932,0.0068,-36277.08683
0.6,0,-36013.51508
,,
,,
9.06667E-13,0.5,-43536.20084
0.01,0.49,-43617.69335
0.01,0.49,-43617.69335
0.02,0.48,-43590.045
0.03,0.47,-43522.55593
0.04,0.46,-43430.06139
0.05,0.45,-43319.66566
0.05098,0.44902,-43308.03108
0.05098,0.44902,-43308.03108
0.06,0.44,-43200.3163
0.07,0.43,-43080.15012
0.08,0.42,-42959.21772
0.09,0.41,-42837.50872
0.1,0.4,-42715.0124
0.11,0.39,-42591.71765
0.12,0.38,-42467.61284
0.13,0.37,-42342.68572
0.14,0.36,-42216.9233
0.15,0.35,-42090.31171
0.16,0.34,-41962.83609
0.17,0.33,-41834.4804
0.18,0.32,-41705.22732
0.19,0.31,-41575.05802
0.2,0.3,-41443.95199
0.21,0.29,-41311.88681
0.22,0.28,-41178.83793
0.23,0.27,-41044.7784
0.24,0.26,-40909.67851
0.25,0.25,-40773.5055
0.26,0.24,-40636.22307
0.27,0.23,-40497.79096
0.28,0.22,-40358.16436
0.29,0.21,-40217.29323
0.3,0.2,-40075.12147
0.31,0.19,-39931.58511
0.32,0.18,-39786.47699
0.33,0.17,-39639.60088
0.34,0.16,-39490.83709
0.35,0.15,-39340.04986
0.36,0.14,-39187.08416
0.37,0.13,-39031.76143
0.38,0.12,-38873.87416
0.39,0.11,-38713.17853
0.4,0.1,-38549.38446
0.41,0.09,-38382.14159
0.42,0.08,-38211.01909
0.43,0.07,-38035.47522
0.44,0.06,-37854.80944
0.45,0.05,-37668.08216
0.45229,0.04771,-37624.27223
0.45229,0.04771,-37624.27223
0.46,0.04,-37476.48448
0.47,0.03,-37284.96167
0.47359,0.02641,-37216.26903
0.47359,0.02641,-37216.26903
0.47359,0.02641,-37216.26903
0.48,0.02,-37087.81296
0.49,0.01,-36856.03586
0.5,0,-36526.29332
,,
,,
9.01792E-13,0.4,-43386.40019
0.002,0.398,-43422.08505
0.01,0.39,-43436.38854
0.01,0.39,-43436.38854
0.018,0.382,-43393.33821
0.026,0.374,-43322.62011
0.034,0.366,-43233.79826
0.042,0.358,-43131.76758
0.0496,0.3504,-43025.35312
0.0496,0.3504,-43025.35312
0.05,0.35,-43019.53969
0.058,0.342,-42903.02542
0.066,0.334,-42785.92629
0.074,0.326,-42668.2311
0.0756,0.3244,-42644.61949
0.0772,0.3228,-42620.98347
0.0788,0.3212,-42597.32293
0.0804,0.3196,-42573.63776
0.082,0.318,-42549.92788
0.0836,0.3164,-42526.12413
0.0916,0.3084,-42407.14295
0.0996,0.3004,-42287.35909
0.1076,0.2924,-42166.74525
0.1156,0.2844,-42045.2724
0.1236,0.2764,-41922.90961
0.1316,0.2684,-41799.62387
0.1396,0.2604,-41675.37989
0.1476,0.2524,-41550.13992
0.1556,0.2444,-41423.86343
0.1636,0.2364,-41296.50689
0.1716,0.2284,-41168.02342
0.1796,0.2204,-41038.36241
0.1876,0.2124,-40907.46913
0.1956,0.2044,-40775.28418
0.2036,0.1964,-40641.74299
0.2116,0.1884,-40506.77511
0.2196,0.1804,-40370.30345
0.2276,0.1724,-40232.24334
0.2356,0.1644,-40092.50145
0.2436,0.1564,-39950.97447
0.2516,0.1484,-39807.54752
0.2596,0.1404,-39662.09218
0.2676,0.1324,-39514.46414
0.2756,0.1244,-39364.50018
0.2836,0.1164,-39212.01442
0.2916,0.1084,-39056.79344
0.29248,0.10752,-39039.4951
0.29248,0.10752,-39039.4951
0.2996,0.1004,-38899.88802
0.3076,0.0924,-38743.15079
0.3156,0.0844,-38586.60081
0.3236,0.0764,-38430.23773
0.3316,0.0684,-38274.06122
0.3396,0.0604,-38118.07095
0.3476,0.0524,-37962.26659
0.3556,0.0444,-37806.6478
0.3636,0.0364,-37651.21425
0.3716,0.0284,-37495.96562
0.37194,0.02806,-37489.43043
0.37194,0.02806,-37489.43043
0.37194,0.02806,-37489.43043
0.3796,0.0204,-37332.64496
0.3876,0.0124,-37146.47712
0.3956,0.0044,-36920.27226
0.4,0,-36744.80165
,,
,,
8.96916E-13,0.3,-42566.9759
0.004,0.296,-42608.62054
0.01,0.29,-42596.95871
0.01,0.29,-42596.95871
0.016,0.284,-42554.17407
0.022,0.278,-42492.82179
0.028,0.272,-42418.16269
0.034,0.266,-42333.13008
0.04,0.26,-42239.60146
0.046,0.254,-42138.88342
0.04961,0.25039,-42075.29621
0.04961,0.25039,-42075.29621
0.052,0.248,-42032.33019
0.058,0.242,-41924.10732
0.064,0.236,-41815.12577
0.07,0.23,-41705.36049
0.076,0.224,-41594.78498
0.082,0.218,-41483.3712
0.088,0.212,-41371.08945
0.094,0.206,-41257.90821
0.094,0.206,-41257.90821
0.1,0.2,-41143.79399
0.106,0.194,-41028.71113
0.112,0.188,-40912.62165
0.118,0.182,-40795.48495
0.124,0.176,-40677.25761
0.13,0.17,-40557.89307
0.13267,0.16733,-40504.37329
0.13267,0.16733,-40504.37329
0.136,0.164,-40437.54608
0.142,0.158,-40317.17896
0.148,0.152,-40196.92164
0.154,0.146,-40076.77397
0.16,0.14,-39956.73579
0.166,0.134,-39836.80697
0.172,0.128,-39716.98734
0.178,0.122,-39597.27677
0.184,0.116,-39477.6751
0.18879,0.11121,-39382.27203
0.18879,0.11121,-39382.27203
0.18879,0.11121,-39382.27203
0.19,0.11,-39358.17315
0.196,0.104,-39238.47491
0.202,0.098,-39118.42962
0.208,0.092,-38998.02628
0.214,0.086,-38877.25315
0.22,0.08,-38756.09765
0.226,0.074,-38634.54627
0.232,0.068,-38512.58448
0.238,0.062,-38390.19659
0.24271,0.05729,-38293.91462
0.24271,0.05729,-38293.91462
0.244,0.056,-38267.37889
0.25,0.05,-38144.49916
0.256,0.044,-38021.73062
0.262,0.038,-37899.0731
0.268,0.032,-37776.52645
0.26908,0.03092,-37754.49222
0.26908,0.03092,-37754.49222
0.26908,0.03092,-37754.49222
0.274,0.026,-37652.32909
0.28,0.02,-37522.53607
0.28476,0.01524,-37414.54617
0.28476,0.01524,-37414.54617
0.28476,0.01524,-37414.54617
0.286,0.014,-37385.48281
0.292,0.008,-37230.93502
0.298,0.002,-37038.5826
0.3,0,-36947.13066
,,
,,
8.92041E-13,0.2,-41101.82592
0.002,0.198,-41124.40167
0.006,0.194,-41116.00599
0.01,0.19,-41084.04954
